id,pred_job,unix_time,date,job_id,geek_id
0,26,1685750457,2023-06-03,233731496,7334785
1,29,1685750457,2023-06-03,250845465,7334785
2,29,1685750457,2023-06-03,281828681,7334785
3,29,1685750457,2023-06-03,282390815,7334785
4,71,1685750457,2023-06-03,278541553,7334785
5,181,1685750457,2023-06-03,287551788,7334785
6,238,1685750457,2023-06-03,283615004,7334785
7,283,1685750457,2023-06-03,281654162,7334785
8,11,1685750464,2023-06-03,284767305,7334785
9,29,1685750464,2023-06-03,247639848,7334785
10,29,1685750464,2023-06-03,251245160,7334785
11,29,1685750464,2023-06-03,284761794,7334785
12,29,1685750464,2023-06-03,285769248,7334785
13,155,1685750464,2023-06-03,256693378,7334785
14,155,1685750464,2023-06-03,264330566,7334785
15,155,1685750464,2023-06-03,275567677,7334785
16,238,1685750464,2023-06-03,283220094,7334785
17,283,1685750464,2023-06-03,287227949,7334785
18,71,1685750474,2023-06-03,283347633,7334785
19,29,1685750514,2023-06-03,274915152,7334785
20,29,1685750523,2023-06-03,156901820,7334785
21,11,1685750528,2023-06-03,187382354,7334785
22,317,1685750557,2023-06-03,281392919,7334785
23,1,1685750571,2023-06-03,249148028,7334785
24,1,1685750571,2023-06-03,267007496,7334785
25,1,1685750571,2023-06-03,287392097,7334785
26,29,1685750571,2023-06-03,160269363,7334785
27,29,1685750571,2023-06-03,283144916,7334785
28,29,1685750571,2023-06-03,287421079,7334785
29,35,1685750571,2023-06-03,245588238,7334785
30,35,1685750571,2023-06-03,286583780,7334785
31,155,1685750571,2023-06-03,288223650,7334785
32,283,1685750571,2023-06-03,228979556,7334785
33,283,1685750571,2023-06-03,279085939,7334785
34,283,1685750571,2023-06-03,281654162,7334785
35,488,1685750571,2023-06-03,151707969,7334785
36,29,1685750743,2023-06-03,272717642,7334785
37,29,1685750743,2023-06-03,278598383,7334785
38,29,1685750743,2023-06-03,282819815,7334785
39,29,1685750743,2023-06-03,286265738,7334785
40,35,1685750743,2023-06-03,253116739,7334785
41,58,1685750743,2023-06-03,286123789,7334785
42,71,1685750743,2023-06-03,269959998,7334785
43,71,1685750743,2023-06-03,271473181,7334785
44,283,1685750743,2023-06-03,278405297,7334785
45,268,1685750755,2023-06-03,150645603,7334785
46,29,1685750805,2023-06-03,250183100,7334785
47,209,1685750846,2023-06-03,201648233,7334785
48,1,1685750898,2023-06-03,266041478,7334785
49,13,1685750898,2023-06-03,276540067,7334785
50,26,1685750898,2023-06-03,273381517,7334785
51,29,1685750898,2023-06-03,275780861,7334785
52,29,1685750898,2023-06-03,284013893,7334785
53,33,1685750898,2023-06-03,270043723,7334785
54,154,1685750898,2023-06-03,288134170,7334785
55,155,1685750898,2023-06-03,275979666,7334785
56,266,1685750898,2023-06-03,277228227,7334785
57,268,1685750898,2023-06-03,258641960,7334785
58,451,1685750898,2023-06-03,285998044,7334785
59,33,1685750941,2023-06-03,286169763,7334785
