id,pred_job,unix_time,date,job_id,geek_id
0,11,1685753761,2023-06-03,284622658,98939550
1,29,1685753761,2023-06-03,167336379,98939550
2,29,1685753761,2023-06-03,231148652,98939550
3,33,1685753761,2023-06-03,285735347,98939550
4,62,1685753761,2023-06-03,225592729,98939550
5,155,1685753761,2023-06-03,288206145,98939550
6,192,1685753761,2023-06-03,235152332,98939550
7,227,1685753761,2023-06-03,283399789,98939550
8,281,1685753761,2023-06-03,271398554,98939550
9,347,1685753761,2023-06-03,145065960,98939550
10,380,1685753761,2023-06-03,275627115,98939550
11,29,1685846371,2023-06-04,163368440,98939550
12,29,1685846371,2023-06-04,222777218,98939550
13,29,1685846371,2023-06-04,248902333,98939550
14,29,1685846371,2023-06-04,285950627,98939550
15,33,1685846371,2023-06-04,288007274,98939550
16,59,1685846371,2023-06-04,256656571,98939550
17,137,1685846371,2023-06-04,235141478,98939550
18,152,1685846371,2023-06-04,280336636,98939550
19,155,1685846371,2023-06-04,288319111,98939550
20,430,1685846371,2023-06-04,102043718,98939550
21,488,1685846371,2023-06-04,273177405,98939550
22,28,1685876451,2023-06-04,287703491,98939550
23,29,1685876451,2023-06-04,251421636,98939550
24,29,1685876451,2023-06-04,258840218,98939550
25,29,1685876451,2023-06-04,274021432,98939550
26,33,1685876451,2023-06-04,270546856,98939550
27,35,1685876451,2023-06-04,104297164,98939550
28,35,1685876451,2023-06-04,164008981,98939550
29,35,1685876451,2023-06-04,235151523,98939550
30,35,1685876451,2023-06-04,254654384,98939550
31,35,1685876451,2023-06-04,283330030,98939550
32,87,1685876451,2023-06-04,260482239,98939550
33,97,1685876451,2023-06-04,184780756,98939550
34,97,1685876451,2023-06-04,257782571,98939550
35,268,1685876451,2023-06-04,275170410,98939550
36,380,1685876451,2023-06-04,241900428,98939550
37,488,1685876451,2023-06-04,273177405,98939550
38,29,1685876522,2023-06-04,157375381,98939550
39,29,1685876522,2023-06-04,167336379,98939550
40,29,1685876522,2023-06-04,239958032,98939550
41,29,1685876522,2023-06-04,285562207,98939550
42,35,1685876522,2023-06-04,115214680,98939550
43,35,1685876522,2023-06-04,244841214,98939550
44,58,1685876522,2023-06-04,270377912,98939550
45,59,1685876522,2023-06-04,257749420,98939550
46,87,1685876522,2023-06-04,260494564,98939550
47,137,1685876522,2023-06-04,280290475,98939550
48,268,1685876522,2023-06-04,187795463,98939550
49,29,1685876600,2023-06-04,157375381,98939550
50,35,1685876600,2023-06-04,285296634,98939550
51,58,1685876600,2023-06-04,270377912,98939550
52,73,1685876600,2023-06-04,272135613,98939550
53,155,1685876600,2023-06-04,239273494,98939550
54,181,1685876600,2023-06-04,287814857,98939550
55,192,1685876600,2023-06-04,285465359,98939550
56,209,1685876600,2023-06-04,279785928,98939550
57,283,1685876600,2023-06-04,253737917,98939550
58,347,1685876600,2023-06-04,284475461,98939550
59,380,1685876600,2023-06-04,253734259,98939550
60,268,1685876614,2023-06-04,251948235,98939550
61,11,1685876616,2023-06-04,248867720,98939550
62,29,1685876616,2023-06-04,167336379,98939550
63,29,1685876616,2023-06-04,183284647,98939550
64,33,1685876616,2023-06-04,193398220,98939550
65,34,1685876616,2023-06-04,286200699,98939550
66,35,1685876616,2023-06-04,285296634,98939550
67,73,1685876616,2023-06-04,249255025,98939550
68,155,1685876616,2023-06-04,231856291,98939550
69,181,1685876616,2023-06-04,236195082,98939550
70,181,1685876616,2023-06-04,238828818,98939550
71,181,1685876616,2023-06-04,256633918,98939550
72,181,1685876616,2023-06-04,280785432,98939550
73,181,1685876621,2023-06-04,213391996,98939550
