id,pred_job,unix_time,date,job_id,geek_id
0,5,1685774320,2023-06-03,268193303,29737859
1,5,1685774320,2023-06-03,287233148,29737859
2,5,1685774320,2023-06-03,288395585,29737859
3,59,1685774320,2023-06-03,270038612,29737859
4,87,1685774320,2023-06-03,286277816,29737859
5,137,1685774320,2023-06-03,256794001,29737859
6,137,1685774320,2023-06-03,262606251,29737859
7,137,1685774320,2023-06-03,264156761,29737859
8,139,1685774320,2023-06-03,288680940,29737859
9,143,1685774320,2023-06-03,280055533,29737859
10,209,1685774320,2023-06-03,278742370,29737859
11,258,1685774320,2023-06-03,247554766,29737859
12,281,1685774320,2023-06-03,257084904,29737859
13,244,1685774387,2023-06-03,52115586,29737859
14,5,1685875215,2023-06-04,252894311,29737859
15,5,1685875215,2023-06-04,254840723,29737859
16,5,1685875215,2023-06-04,274928097,29737859
17,5,1685875215,2023-06-04,284032562,29737859
18,137,1685875215,2023-06-04,219710372,29737859
19,137,1685875215,2023-06-04,259093455,29737859
20,139,1685875215,2023-06-04,283230094,29737859
21,143,1685875215,2023-06-04,224349229,29737859
22,143,1685875215,2023-06-04,262160903,29737859
23,143,1685875215,2023-06-04,278315516,29737859
24,154,1685875215,2023-06-04,285118240,29737859
25,154,1685875215,2023-06-04,286166510,29737859
26,241,1685875215,2023-06-04,261021063,29737859
27,281,1685875215,2023-06-04,283850194,29737859
28,347,1685875215,2023-06-04,278395007,29737859
29,445,1685875215,2023-06-04,270037323,29737859
30,355,1685875231,2023-06-04,273616107,29737859
31,137,1685875293,2023-06-04,275785847,29737859
32,488,1685875325,2023-06-04,154110629,29737859
33,87,1685875460,2023-06-04,259681625,29737859
34,137,1685875470,2023-06-04,279005653,29737859
35,137,1685875506,2023-06-04,256793719,29737859
36,58,1685875524,2023-06-04,184899531,29737859
