id,pred_job,unix_time,date,job_id,geek_id
0,7,1685782391,2023-06-03,287781263,597337632
1,13,1685782391,2023-06-03,286043477,597337632
2,16,1685782391,2023-06-03,263054412,597337632
3,29,1685782391,2023-06-03,181992004,597337632
4,29,1685782391,2023-06-03,266570827,597337632
5,29,1685782391,2023-06-03,281924320,597337632
6,29,1685782391,2023-06-03,288630802,597337632
7,50,1685782391,2023-06-03,278522136,597337632
8,50,1685782391,2023-06-03,287684275,597337632
9,97,1685782391,2023-06-03,286185002,597337632
10,97,1685782391,2023-06-03,288762335,597337632
11,232,1685782391,2023-06-03,202678803,597337632
12,297,1685782391,2023-06-03,286441180,597337632
13,353,1685782391,2023-06-03,287016034,597337632
14,469,1685782391,2023-06-03,288137313,597337632
15,482,1685782391,2023-06-03,287178846,597337632
16,496,1685782391,2023-06-03,261997582,597337632
17,11,1685782408,2023-06-03,278551924,597337632
18,26,1685782433,2023-06-03,221484855,597337632
19,26,1685782445,2023-06-03,289064388,597337632
20,70,1685782451,2023-06-03,73293588,597337632
21,26,1685782460,2023-06-03,287573006,597337632
22,29,1685782460,2023-06-03,279390583,597337632
23,35,1685782460,2023-06-03,243648337,597337632
24,50,1685782460,2023-06-03,250158895,597337632
25,50,1685782460,2023-06-03,282945826,597337632
26,70,1685782460,2023-06-03,222934671,597337632
27,70,1685782460,2023-06-03,280376443,597337632
28,150,1685782460,2023-06-03,288946522,597337632
29,167,1685782460,2023-06-03,269358112,597337632
30,232,1685782460,2023-06-03,256656887,597337632
31,232,1685782460,2023-06-03,284773001,597337632
32,356,1685782460,2023-06-03,277034532,597337632
33,366,1685782460,2023-06-03,287175190,597337632
34,436,1685782460,2023-06-03,259455416,597337632
35,474,1685782460,2023-06-03,288364862,597337632
36,482,1685782460,2023-06-03,188202690,597337632
37,26,1685782648,2023-06-03,222865921,597337632
38,29,1685782654,2023-06-03,284592395,597337632
39,13,1685862647,2023-06-04,265229990,597337632
40,50,1685862647,2023-06-04,287962954,597337632
41,148,1685862647,2023-06-04,279861313,597337632
42,167,1685862647,2023-06-04,280530806,597337632
43,232,1685862647,2023-06-04,278930486,597337632
44,232,1685862647,2023-06-04,288542062,597337632
45,256,1685862647,2023-06-04,281494033,597337632
46,353,1685862647,2023-06-04,281291354,597337632
47,449,1685862647,2023-06-04,288376054,597337632
48,496,1685862647,2023-06-04,288626739,597337632
49,29,1685862650,2023-06-04,283670453,597337632
50,1,1685862665,2023-06-04,255624239,597337632
51,26,1685863166,2023-06-04,173903423,597337632
52,496,1685887993,2023-06-03,286522072,597337632
53,29,1685937355,2023-06-04,283493312,597337632
