id,pred_job,unix_time,date,job_id,geek_id
0,1,1685747939,2023-06-03,288848746,40975220
1,26,1685747939,2023-06-03,131893693,40975220
2,26,1685747939,2023-06-03,30089890,40975220
3,29,1685747939,2023-06-03,197756743,40975220
4,29,1685747939,2023-06-03,20101309,40975220
5,29,1685747939,2023-06-03,20129613,40975220
6,29,1685747939,2023-06-03,214999997,40975220
7,29,1685747939,2023-06-03,267435593,40975220
8,29,1685747939,2023-06-03,269108917,40975220
9,29,1685747939,2023-06-03,277500229,40975220
10,29,1685747939,2023-06-03,284320084,40975220
11,33,1685747939,2023-06-03,288760464,40975220
12,70,1685747939,2023-06-03,272139706,40975220
13,283,1685747939,2023-06-03,173580326,40975220
14,79,1685748007,2023-06-03,242841666,40975220
15,26,1685748071,2023-06-03,285935254,40975220
16,26,1685748582,2023-06-03,278372190,40975220
17,29,1685748598,2023-06-03,169597437,40975220
18,29,1685748810,2023-06-03,127141278,40975220
19,26,1685748899,2023-06-03,49514710,40975220
20,29,1685748899,2023-06-03,244295590,40975220
21,29,1685748899,2023-06-03,250303415,40975220
22,29,1685748899,2023-06-03,250841421,40975220
23,29,1685748899,2023-06-03,254818448,40975220
24,29,1685748899,2023-06-03,275139854,40975220
25,35,1685748899,2023-06-03,245472580,40975220
26,70,1685748899,2023-06-03,158379364,40975220
27,11,1685748913,2023-06-03,186025046,40975220
28,11,1685749093,2023-06-03,206599046,40975220
29,35,1685749139,2023-06-03,70967685,40975220
30,26,1685749190,2023-06-03,272628864,40975220
31,26,1685749236,2023-06-03,247077659,40975220
32,29,1685749236,2023-06-03,124957129,40975220
33,29,1685749236,2023-06-03,213677087,40975220
34,29,1685749236,2023-06-03,257024846,40975220
35,29,1685749236,2023-06-03,272433180,40975220
36,35,1685749236,2023-06-03,252163251,40975220
37,266,1685749236,2023-06-03,114807278,40975220
38,266,1685749236,2023-06-03,260339900,40975220
39,283,1685749236,2023-06-03,288370573,40975220
40,35,1685749286,2023-06-03,120782404,40975220
41,26,1685749309,2023-06-03,189629000,40975220
42,29,1685749346,2023-06-03,164330507,40975220
43,29,1685749375,2023-06-03,154357790,40975220
44,29,1685749397,2023-06-03,112021597,40975220
45,29,1685749397,2023-06-03,211966728,40975220
