id,pred_job,unix_time,date,job_id,geek_id
0,7,1685760274,2023-06-03,289039413,599592972
1,26,1685760304,2023-06-03,78473563,599592972
2,26,1685760328,2023-06-03,289064388,599592972
3,7,1685764513,2023-06-03,148776161,599592972
4,11,1685764513,2023-06-03,223205874,599592972
5,26,1685764513,2023-06-03,240052055,599592972
6,26,1685764513,2023-06-03,277438837,599592972
7,26,1685764513,2023-06-03,288910276,599592972
8,35,1685764513,2023-06-03,214794371,599592972
9,36,1685764513,2023-06-03,286964782,599592972
10,283,1685764513,2023-06-03,239166688,599592972
11,331,1685764513,2023-06-03,232695942,599592972
12,433,1685764513,2023-06-03,268250237,599592972
13,26,1685764684,2023-06-03,285461179,599592972
14,26,1685764690,2023-06-03,186037731,599592972
15,26,1685764690,2023-06-03,287389598,599592972
16,26,1685764690,2023-06-03,288310315,599592972
17,29,1685764690,2023-06-03,128915928,599592972
18,29,1685764690,2023-06-03,192069114,599592972
19,29,1685764690,2023-06-03,253213842,599592972
20,29,1685764690,2023-06-03,286655076,599592972
21,70,1685764690,2023-06-03,288335066,599592972
22,166,1685764690,2023-06-03,288694738,599592972
23,167,1685764690,2023-06-03,283939403,599592972
24,344,1685764690,2023-06-03,281796496,599592972
25,26,1685764692,2023-06-03,123100979,599592972
26,26,1685764699,2023-06-03,170238786,599592972
27,7,1685764705,2023-06-03,286578642,599592972
28,26,1685764705,2023-06-03,232066858,599592972
29,26,1685764705,2023-06-03,244218045,599592972
30,26,1685764705,2023-06-03,256809744,599592972
31,26,1685764705,2023-06-03,98704377,599592972
32,29,1685764705,2023-06-03,21906661,599592972
33,29,1685764705,2023-06-03,251368250,599592972
34,29,1685764705,2023-06-03,288544730,599592972
35,71,1685764705,2023-06-03,278652404,599592972
36,122,1685764705,2023-06-03,289006438,599592972
37,266,1685764705,2023-06-03,289015079,599592972
38,331,1685764705,2023-06-03,288116337,599592972
39,331,1685764705,2023-06-03,288869516,599592972
40,479,1685764705,2023-06-03,269369379,599592972
41,26,1685764724,2023-06-03,285461179,599592972
42,26,1685764724,2023-06-03,285461179,599592972
43,26,1685764724,2023-06-03,285461179,599592972
44,26,1685764724,2023-06-03,285461179,599592972
45,26,1685764734,2023-06-03,120964772,599592972
46,26,1685764738,2023-06-03,288711792,599592972
47,26,1685764742,2023-06-03,107420661,599592972
48,26,1685764747,2023-06-03,237473731,599592972
49,26,1685764762,2023-06-03,172630957,599592972
50,26,1685764780,2023-06-03,248109804,599592972
51,26,1685764792,2023-06-03,271659769,599592972
52,11,1685764801,2023-06-03,285717489,599592972
53,13,1685764801,2023-06-03,288935741,599592972
54,26,1685764801,2023-06-03,147499811,599592972
55,26,1685764801,2023-06-03,234953624,599592972
56,26,1685764801,2023-06-03,263757380,599592972
57,29,1685764801,2023-06-03,280924693,599592972
58,29,1685764801,2023-06-03,96670998,599592972
59,165,1685764801,2023-06-03,253860534,599592972
60,283,1685764801,2023-06-03,279051253,599592972
61,283,1685764801,2023-06-03,283744395,599592972
62,283,1685764801,2023-06-03,289080430,599592972
63,7,1685764838,2023-06-03,286578642,599592972
64,26,1685764838,2023-06-03,121074412,599592972
65,29,1685764838,2023-06-03,251368250,599592972
66,29,1685764838,2023-06-03,275542832,599592972
67,29,1685764838,2023-06-03,288491408,599592972
68,35,1685764838,2023-06-03,211473773,599592972
69,43,1685764838,2023-06-03,284354358,599592972
70,71,1685764838,2023-06-03,278652404,599592972
71,238,1685764838,2023-06-03,280183495,599592972
72,283,1685764838,2023-06-03,279180528,599592972
73,353,1685764838,2023-06-03,284847710,599592972
74,353,1685764838,2023-06-03,287141875,599592972
75,11,1685764862,2023-06-03,130633784,599592972
76,26,1685764886,2023-06-03,214652843,599592972
77,26,1685764902,2023-06-03,278372190,599592972
78,7,1685764918,2023-06-03,146936134,599592972
79,26,1685764918,2023-06-03,199456529,599592972
80,29,1685764918,2023-06-03,272646681,599592972
81,29,1685764918,2023-06-03,288663373,599592972
82,62,1685764918,2023-06-03,285945753,599592972
83,283,1685764918,2023-06-03,251429024,599592972
84,283,1685764918,2023-06-03,280706966,599592972
