id,pred_job,unix_time,date,job_id,geek_id
0,5,1685831634,2023-06-04,282874305,19554878
1,23,1685831634,2023-06-04,228917229,19554878
2,133,1685831634,2023-06-04,274789217,19554878
3,192,1685831634,2023-06-04,259916748,19554878
4,258,1685831634,2023-06-04,273058095,19554878
5,347,1685831634,2023-06-04,174569378,19554878
6,451,1685831634,2023-06-04,272643789,19554878
7,488,1685831634,2023-06-04,105174783,19554878
8,181,1685831728,2023-06-04,262189632,19554878
9,1,1685831826,2023-06-04,283455178,19554878
10,5,1685831826,2023-06-04,282874305,19554878
11,29,1685831826,2023-06-04,273989529,19554878
12,29,1685831826,2023-06-04,284739715,19554878
13,35,1685831826,2023-06-04,286735600,19554878
14,58,1685831826,2023-06-04,261264358,19554878
15,59,1685831826,2023-06-04,285520910,19554878
16,229,1685831826,2023-06-04,273378410,19554878
17,281,1685831826,2023-06-04,289047527,19554878
18,345,1685831826,2023-06-04,271269232,19554878
19,451,1685831826,2023-06-04,227287037,19554878
20,1,1685832006,2023-06-04,281963719,19554878
21,3,1685832006,2023-06-04,189778942,19554878
22,29,1685832006,2023-06-04,286229747,19554878
23,29,1685832006,2023-06-04,287176028,19554878
24,35,1685832006,2023-06-04,282265747,19554878
25,71,1685832006,2023-06-04,268865858,19554878
26,165,1685832006,2023-06-04,255959746,19554878
27,192,1685832006,2023-06-04,252034524,19554878
28,192,1685832006,2023-06-04,261579346,19554878
29,283,1685832006,2023-06-04,268526562,19554878
30,87,1685832064,2023-06-04,279978554,19554878
31,281,1685832105,2023-06-04,265295099,19554878
32,281,1685832168,2023-06-04,274847870,19554878
