id,pred_job,unix_time,date,job_id,geek_id
0,54,1685722456,2023-06-03,265803073,561933226
1,467,1685722488,2023-06-03,242254272,561933226
2,256,1685722525,2023-06-03,288722605,561933226
3,314,1685722612,2023-06-03,288796226,561933226
4,36,1685722639,2023-06-03,284165221,561933226
5,395,1685722700,2023-06-03,279692028,561933226
6,467,1685722703,2023-06-03,287717085,561933226
7,1,1685722766,2023-06-03,115389874,561933226
8,1,1685722766,2023-06-03,288848231,561933226
9,11,1685722766,2023-06-03,263461935,561933226
10,22,1685722766,2023-06-03,184222609,561933226
11,29,1685722766,2023-06-03,242884289,561933226
12,145,1685722766,2023-06-03,284264885,561933226
13,157,1685722766,2023-06-03,252009078,561933226
14,168,1685722766,2023-06-03,287942272,561933226
15,256,1685722766,2023-06-03,252894810,561933226
16,283,1685722766,2023-06-03,271728668,561933226
17,339,1685722766,2023-06-03,288772296,561933226
18,353,1685722766,2023-06-03,288696597,561933226
19,395,1685722766,2023-06-03,268732837,561933226
20,396,1685722766,2023-06-03,245828591,561933226
21,441,1685722766,2023-06-03,245610058,561933226
22,450,1685722766,2023-06-03,242622809,561933226
23,479,1685722766,2023-06-03,267278879,561933226
24,29,1685722771,2023-06-03,289063842,561933226
25,11,1685722788,2023-06-03,286848826,561933226
26,450,1685722811,2023-06-03,285697125,561933226
27,43,1685722879,2023-06-03,288737070,561933226
28,283,1685758764,2023-06-03,284322068,561933226
29,479,1685882916,2023-06-04,241747367,561933226
30,54,1685882959,2023-06-04,281365478,561933226
31,36,1685883034,2023-06-04,272630304,561933226
32,331,1685894212,2023-06-04,288286084,561933226
33,331,1685894212,2023-06-04,288286084,561933226
34,402,1685894220,2023-06-04,284204868,561933226
35,13,1685894240,2023-06-04,280453553,561933226
36,314,1685894270,2023-06-04,284857130,561933226
