id,pred_job,unix_time,date,job_id,geek_id
0,1,1685771526,2023-06-03,264327710,5711442
1,5,1685771526,2023-06-03,287116817,5711442
2,29,1685771526,2023-06-03,191118726,5711442
3,33,1685771526,2023-06-03,283979275,5711442
4,81,1685771526,2023-06-03,283889770,5711442
5,181,1685771526,2023-06-03,286927164,5711442
6,217,1685771526,2023-06-03,288836463,5711442
7,268,1685771526,2023-06-03,288813583,5711442
8,357,1685771526,2023-06-03,250787951,5711442
9,488,1685771526,2023-06-03,151707969,5711442
10,488,1685771526,2023-06-03,280647067,5711442
11,154,1685771586,2023-06-03,255315748,5711442
12,29,1685771612,2023-06-03,220941742,5711442
13,29,1685771612,2023-06-03,284112303,5711442
14,29,1685771612,2023-06-03,288188691,5711442
15,35,1685771612,2023-06-03,266473627,5711442
16,81,1685771612,2023-06-03,283889770,5711442
17,209,1685771612,2023-06-03,269560402,5711442
18,228,1685771612,2023-06-03,280708526,5711442
19,451,1685771612,2023-06-03,286930041,5711442
20,260,1685771669,2023-06-03,277760363,5711442
21,281,1685771703,2023-06-03,250685669,5711442
22,5,1685771749,2023-06-03,233224015,5711442
23,5,1685771749,2023-06-03,287116817,5711442
24,29,1685771749,2023-06-03,288188691,5711442
25,35,1685771749,2023-06-03,259771334,5711442
26,70,1685771749,2023-06-03,278474953,5711442
27,154,1685771749,2023-06-03,251634229,5711442
28,181,1685771749,2023-06-03,238735699,5711442
29,192,1685771749,2023-06-03,186123914,5711442
30,238,1685771749,2023-06-03,287570357,5711442
