id,pred_job,unix_time,date,job_id,geek_id
0,7,1685855577,2023-06-04,288711045,19934348
1,26,1685855577,2023-06-04,184079036,19934348
2,29,1685855577,2023-06-04,219241767,19934348
3,29,1685855577,2023-06-04,284319667,19934348
4,29,1685855577,2023-06-04,285812131,19934348
5,29,1685855577,2023-06-04,286786811,19934348
6,29,1685855577,2023-06-04,287643138,19934348
7,35,1685855577,2023-06-04,286790829,19934348
8,155,1685855577,2023-06-04,279782021,19934348
9,155,1685855577,2023-06-04,286314797,19934348
10,166,1685855577,2023-06-04,288889489,19934348
11,192,1685855577,2023-06-04,287988012,19934348
12,328,1685855577,2023-06-04,83976974,19934348
13,29,1685855686,2023-06-04,15797852,19934348
14,7,1685855806,2023-06-04,112355930,19934348
15,26,1685855806,2023-06-04,105434371,19934348
16,29,1685855806,2023-06-04,118632095,19934348
17,29,1685855806,2023-06-04,285963846,19934348
18,35,1685855806,2023-06-04,119140910,19934348
19,283,1685855806,2023-06-04,285499413,19934348
20,344,1685855806,2023-06-04,277911341,19934348
21,344,1685855806,2023-06-04,281650408,19934348
22,378,1685855806,2023-06-04,276433700,19934348
23,463,1685855806,2023-06-04,284734806,19934348
24,122,1685855811,2023-06-04,285652967,19934348
25,181,1685855822,2023-06-04,277263790,19934348
26,29,1685855841,2023-06-04,80272149,19934348
27,122,1685855856,2023-06-04,276937671,19934348
28,206,1685855873,2023-06-04,279917892,19934348
29,45,1685855882,2023-06-04,38893920,19934348
30,7,1685855893,2023-06-04,97512474,19934348
31,7,1685855910,2023-06-04,228842281,19934348
32,16,1685855910,2023-06-04,281390151,19934348
33,26,1685855910,2023-06-04,274628114,19934348
34,26,1685855910,2023-06-04,287486385,19934348
35,29,1685855910,2023-06-04,118632095,19934348
36,29,1685855910,2023-06-04,285962276,19934348
37,29,1685855910,2023-06-04,98048179,19934348
38,33,1685855910,2023-06-04,277828894,19934348
39,122,1685855910,2023-06-04,250596934,19934348
40,123,1685855910,2023-06-04,231255976,19934348
41,259,1685855910,2023-06-04,287251664,19934348
42,266,1685855912,2023-06-04,287641169,19934348
43,479,1685855920,2023-06-04,12444880,19934348
44,331,1685855929,2023-06-04,249726756,19934348
45,192,1685855982,2023-06-04,48614071,19934348
46,481,1685855987,2023-06-04,232680400,19934348
47,29,1685856011,2023-06-04,248727720,19934348
48,380,1685856075,2023-06-04,120998306,19934348
49,26,1685856085,2023-06-04,77457448,19934348
50,330,1685856092,2023-06-04,251265442,19934348
51,463,1685856119,2023-06-04,284635836,19934348
52,256,1685856150,2023-06-04,288722605,19934348
53,11,1685856165,2023-06-04,267937073,19934348
54,16,1685856165,2023-06-04,281390151,19934348
55,29,1685856165,2023-06-04,256884998,19934348
56,35,1685856165,2023-06-04,266000527,19934348
57,157,1685856165,2023-06-04,206411494,19934348
58,181,1685856165,2023-06-04,272540509,19934348
59,256,1685856165,2023-06-04,289044725,19934348
60,264,1685856165,2023-06-04,287730264,19934348
61,266,1685856165,2023-06-04,153556525,19934348
62,272,1685856165,2023-06-04,287051205,19934348
63,283,1685856165,2023-06-04,278868893,19934348
64,444,1685856165,2023-06-04,286555592,19934348
65,495,1685856165,2023-06-04,270486835,19934348
66,165,1685856167,2023-06-04,201580073,19934348
67,165,1685856179,2023-06-04,273864502,19934348
68,488,1685856208,2023-06-04,16762973,19934348
69,292,1685856240,2023-06-04,113991064,19934348
70,26,1685856273,2023-06-04,168217386,19934348
71,11,1685856348,2023-06-04,220400334,19934348
72,123,1685856359,2023-06-04,250326669,19934348
73,259,1685856407,2023-06-04,254184014,19934348
74,46,1685856419,2023-06-04,280775673,19934348
75,16,1685856427,2023-06-04,265318591,19934348
76,26,1685856427,2023-06-04,287597048,19934348
77,29,1685856427,2023-06-04,257731784,19934348
78,36,1685856427,2023-06-04,284178920,19934348
79,122,1685856427,2023-06-04,151666823,19934348
80,165,1685856427,2023-06-04,274618698,19934348
81,256,1685856427,2023-06-04,286877220,19934348
82,259,1685856427,2023-06-04,21542019,19934348
83,260,1685856427,2023-06-04,275133408,19934348
84,267,1685856427,2023-06-04,286146724,19934348
85,353,1685856427,2023-06-04,282995832,19934348
86,396,1685856427,2023-06-04,284882724,19934348
87,11,1685856431,2023-06-04,21036158,19934348
88,192,1685856458,2023-06-04,67973178,19934348
89,488,1685856518,2023-06-04,268935470,19934348
90,172,1685856538,2023-06-04,285940657,19934348
91,1,1685856558,2023-06-04,115389874,19934348
92,34,1685856586,2023-06-04,271323550,19934348
93,298,1685856600,2023-06-04,286620828,19934348
94,11,1685856614,2023-06-04,104825673,19934348
95,29,1685856614,2023-06-04,219597882,19934348
96,29,1685856614,2023-06-04,26619579,19934348
97,29,1685856614,2023-06-04,269216635,19934348
98,29,1685856614,2023-06-04,269347875,19934348
99,34,1685856614,2023-06-04,91196566,19934348
100,122,1685856614,2023-06-04,284306475,19934348
101,181,1685856614,2023-06-04,269393153,19934348
102,181,1685856614,2023-06-04,277243289,19934348
103,209,1685856614,2023-06-04,166476096,19934348
104,238,1685856614,2023-06-04,229583792,19934348
105,283,1685856614,2023-06-04,285499413,19934348
106,289,1685856614,2023-06-04,283402154,19934348
107,192,1685856623,2023-06-04,282997252,19934348
108,7,1685856645,2023-06-04,228842281,19934348
109,123,1685856652,2023-06-04,131424372,19934348
110,172,1685856677,2023-06-04,285747566,19934348
111,259,1685856693,2023-06-04,22646685,19934348
112,34,1685856703,2023-06-04,125652007,19934348
113,7,1685856714,2023-06-04,185919990,19934348
114,7,1685856719,2023-06-04,286032469,19934348
115,7,1685856719,2023-06-04,44896261,19934348
116,7,1685856719,2023-06-04,84522503,19934348
117,26,1685856719,2023-06-04,196595220,19934348
118,29,1685856719,2023-06-04,17505722,19934348
119,29,1685856719,2023-06-04,282854845,19934348
120,36,1685856719,2023-06-04,286964782,19934348
121,39,1685856719,2023-06-04,10549885,19934348
122,73,1685856719,2023-06-04,28225207,19934348
123,122,1685856719,2023-06-04,284306475,19934348
124,167,1685856719,2023-06-04,250638767,19934348
125,192,1685856719,2023-06-04,282792495,19934348
126,228,1685856719,2023-06-04,37144939,19934348
127,256,1685856719,2023-06-04,286997976,19934348
128,402,1685856719,2023-06-04,288382955,19934348
129,266,1685856737,2023-06-04,153556525,19934348
130,16,1685856740,2023-06-04,13658598,19934348
131,1,1685858022,2023-06-04,185355809,19934348
132,1,1685858022,2023-06-04,274429571,19934348
133,7,1685858022,2023-06-04,198158942,19934348
134,7,1685858022,2023-06-04,278246369,19934348
135,11,1685858022,2023-06-04,23917136,19934348
136,13,1685858022,2023-06-04,241457299,19934348
137,73,1685858022,2023-06-04,279967486,19934348
138,145,1685858022,2023-06-04,232679380,19934348
139,230,1685858022,2023-06-04,265484780,19934348
140,353,1685858022,2023-06-04,279720600,19934348
141,353,1685858022,2023-06-04,288846631,19934348
142,495,1685858022,2023-06-04,272266828,19934348
143,479,1685858029,2023-06-04,12444880,19934348
144,488,1685858047,2023-06-04,16762973,19934348
