id,pred_job,unix_time,date,job_id,geek_id
0,111,1685776559,2023-06-03,150276605,549830156
1,111,1685776559,2023-06-03,203851426,549830156
2,111,1685776559,2023-06-03,210645950,549830156
3,111,1685776559,2023-06-03,263915263,549830156
4,162,1685776559,2023-06-03,37726991,549830156
5,162,1685776559,2023-06-03,49050628,549830156
6,240,1685776559,2023-06-03,80964075,549830156
7,262,1685776559,2023-06-03,210349660,549830156
8,407,1685776559,2023-06-03,232495494,549830156
9,407,1685776559,2023-06-03,236776720,549830156
10,491,1685776559,2023-06-03,125875000,549830156
11,491,1685776559,2023-06-03,266467060,549830156
12,47,1685776638,2023-06-03,275046292,549830156
13,111,1685776638,2023-06-03,152090005,549830156
14,111,1685776638,2023-06-03,157845171,549830156
15,111,1685776638,2023-06-03,76986393,549830156
16,180,1685776638,2023-06-03,274360934,549830156
17,180,1685776638,2023-06-03,86391373,549830156
18,240,1685776638,2023-06-03,263416883,549830156
19,262,1685776638,2023-06-03,127660705,549830156
20,290,1685776638,2023-06-03,254490269,549830156
21,407,1685776638,2023-06-03,226722951,549830156
22,407,1685776638,2023-06-03,236546161,549830156
23,491,1685776638,2023-06-03,280296838,549830156
24,111,1685776665,2023-06-03,279815643,549830156
25,111,1685776710,2023-06-03,18074363,549830156
26,111,1685776710,2023-06-03,284956015,549830156
27,162,1685776710,2023-06-03,169240522,549830156
28,180,1685776710,2023-06-03,183741141,549830156
29,180,1685776710,2023-06-03,274360934,549830156
30,240,1685776710,2023-06-03,80964075,549830156
31,262,1685776710,2023-06-03,274393893,549830156
32,404,1685776710,2023-06-03,172065836,549830156
33,407,1685776710,2023-06-03,195411538,549830156
34,446,1685776710,2023-06-03,102147746,549830156
35,491,1685776710,2023-06-03,259433856,549830156
36,491,1685776710,2023-06-03,264751586,549830156
37,47,1685776859,2023-06-03,218429129,549830156
38,47,1685776859,2023-06-03,288353932,549830156
39,111,1685776859,2023-06-03,163013277,549830156
40,111,1685776859,2023-06-03,234476031,549830156
41,111,1685776859,2023-06-03,279460687,549830156
42,240,1685776859,2023-06-03,67969338,549830156
43,262,1685776859,2023-06-03,194417572,549830156
44,423,1685776859,2023-06-03,245875507,549830156
45,423,1685776859,2023-06-03,38366551,549830156
46,491,1685776859,2023-06-03,289004332,549830156
47,491,1685776859,2023-06-03,289158366,549830156
48,47,1685776995,2023-06-03,283087440,549830156
49,240,1685776995,2023-06-03,267457080,549830156
50,262,1685776995,2023-06-03,153704946,549830156
51,262,1685776995,2023-06-03,222136516,549830156
52,262,1685776995,2023-06-03,273267139,549830156
53,262,1685776995,2023-06-03,280032590,549830156
54,423,1685776995,2023-06-03,282452308,549830156
55,423,1685776995,2023-06-03,287584899,549830156
56,446,1685776995,2023-06-03,259745594,549830156
57,491,1685776995,2023-06-03,161627583,549830156
